"","MetDate","Year.x","ID2","ID3","channel","repF","tempF","MeanPre2wksTemp","N_tr_uM","P_tr_uM","N_uM","P_uM","NPratio","NEP_uM_C_m2h","R_uM_C_m2h","GPP_uM_C_m2h","GPP_uM_CperL","lightL","UpDate","NUp_uM_N_m2_hr","PUp_uM_P_m2_hr","NfixDate","T2_chambtempC","MeanPre2wksTempC_Nfixn","Nfix_uM_N_m2h","Comments","RelBV_allN2fixers","RelBV_allnonN2fixers","RelBV_N2fix_diatoms","RelBV_nonN2fix_diatoms","RelBV_N2fix_Cyanos","RelBV_otheralgalgroups","BV_Nfix_mg","BV_nonNfix_mg","P_uM.stoich","P_uM.areal","perP","Samplewt_g","C_uM.stoich","N_uM.stoich","C_uM.areal","N_uM.areal","CNratio_molar","perC","perN","CPratio_areal","NPratio_areal","CPratio_per","NPratio_per","Pred_N_dem","Pred_P_dem","StartDate","sample_event","N_cat","P_cat","chan","Block","propNfixer","logitNfixer","Year.y","Met_gAFDM_m2","Nup_gAFDM_m2","Pup_gAFDM_m2","Nfix_gAFDM_m2","NEP_impute_uMC_m2h","NEP_is_imputed","ER_impute_uMC_m2h","ER_is_imputed","GPP_impute_uMC_m2h","GPP_is_imputed"
"38","8/2/2016",2016,"Metab2_2016_C16","2016_C16","C16",NA,"E",25.44947561,0,0.81,0.11,1.17,0.09,29551.93015,8589.965398,38141.89554,0.396800363,96123.64083,NA,NA,NA,"7/30/2016",27,25.44,231.2142857,"",85.74,14.26,2.69,0.09,83.06,14.17,89.12673,14.82327,0.28,6048,0.35,0.0025,82.98,8.823571429,896184,95294.57143,9.404355217,29.28705882,3.633235294,148.1785714,15.75637755,"83.67731092","10.38067227",4055.769339,257.404935,2016-06-03,"D2","AmbN","MedP",16,2,0.8574,1.78803853470236,2016,41.5800000000002,41.5800000000002,41.5800000000002,25.6,29551.93015,FALSE,8589.965398,FALSE,38141.895548,"FALSE"
"39","8/2/2016",2016,"Metab2_2016_C17","2016_C17","C17",NA,"B",13.83630935,0,1.61,0.11,1.97,0.06,4854.545454,1810.380623,6664.926077,0.07374104,90382.86,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0.25,0,99.75,0,16,0,0.07,358.4,0.15,0.0015,39.80333333,3.997142857,203793.0667,20465.37143,9.957946152,-477.64,-55.96,568.6190476,57.10204082,"-3184.266667","-373.0666667",669.3073024,11.72125011,2016-06-03,"D2","AmbN","MedP",17,2,1,6.90875477931522,2016,5.12,5.12,5.12,NA,4854.545454,FALSE,1810.380623,FALSE,6664.926077,"FALSE"
"40","8/2/2016",2016,"Metab2_2016_C18","2016_C18","C18",NA,"B",13.83630935,0,0.81,0.11,1.17,0.09,2786.764706,1816.608997,4603.373702,0.04527283,101680.715,NA,NA,NA,"7/30/2016",18.3,13.91,171.5714286,"",92.9,7.1,17.75,0,75.15,7.1,13.354375,1.020625,0.04,147.2,0.14,8e-04,44.06,3.857142857,162140.8,14194.28571,11.42296296,31.10117647,3.176470588,1101.5,96.42857143,"222.1512605","22.68907563",402.992964,4.179186294,2016-06-03,"D2","AmbN","MedP",18,2,0.929,2.55851846713125,2016,4.5999999999999,4.5999999999999,4.5999999999999,8,2786.764706,FALSE,1816.608997,FALSE,4603.373703,"FALSE"
"41","8/2/2016",2016,"Metab2_2016_C19","2016_C19","C19",NA,"D",20.65647205,0,1.61,0.11,1.97,0.06,8546.305669,4126.297578,12672.60325,0.115744038,109488.1733,NA,NA,NA,"7/30/2016",21.6,21.14,253,"",100,0,1.46,0,98.54,0,25.2,0,0.16,1536,0.28,0.0018,44.00416667,4.410714286,422440,42342.85714,9.976653171,22.95869565,2.684782609,275.0260417,27.56696429,"81.99534161","9.588509317",1270.225899,46.07783019,2016-06-03,"D2","AmbN","MedP",19,2,1,6.90875477931522,2016,10.08,10.08,10.08,13.2,8546.305669,FALSE,4126.297578,FALSE,12672.603247,"FALSE"
"42","8/2/2016",2016,"Metab2_2016_C2","2016_C2","C2",NA,"B",13.83630935,0,0,0.11,0.36,0.31,2694.117647,1312.110727,4006.228374,0.052867753,75778.29792,NA,NA,NA,"7/30/2016",20.8,13.91,147.8571429,"",100,0,0.39,0,99.61,0,11.63076923,0,0.14,836.27,0.22,0.002,43.99583333,4.855,197101.3333,21750.4,9.061963611,26.3975,3.3985,235.6910248,26.0088249,"119.9886364","15.44772727",442.0927456,16.99779776,2016-06-03,"D2","AmbN","AmbP",2,1,1,6.90875477931522,2016,3.72184615384605,3.72184615384605,3.72184615384605,7.2,2694.117647,FALSE,1312.110727,FALSE,4006.228374,"FALSE"
"43","8/2/2016",2016,"Metab2_2016_C20","2016_C20","C20",NA,"C",17.26234222,0,0,0.11,0.36,0.31,3910.845588,2205.882353,6116.727941,0.052935569,115550.4333,NA,NA,NA,"7/30/2016",21.3,17.47,171.5,"",99.55,0.45,1.2,0.45,98.35,0,21.4281375,0.0968625,0.02,168,0.03,0.0017,54.60333333,5.087142857,305778.6667,28488,10.73359543,50.40307692,5.478461538,1820.111111,169.5714286,"1680.102564","182.6153846",569.8675695,3.360634361,2016-06-03,"D2","AmbN","AmbP",20,2,0.9955,5.19950104741441,2016,8.61000000000045,8.61000000000045,8.61000000000045,13.6,3910.845588,FALSE,2205.882353,FALSE,6116.727941,"FALSE"
"44","8/2/2016",2016,"Metab2_2016_C21","2016_C21","C21",NA,"E",25.44947561,0,6.45,0.11,6.81,0.02,15891.54412,14072.23183,29963.77595,0.209180066,143243.9358,NA,NA,NA,"8/1/2016",16.4,25.51,756,"",85.39,14.61,18.66,3.47,66.74,11.14,64.55484,11.04516,0.61,6832,0.54,0.0035,88.01916667,9.769285714,985814.6667,109416,9.009785284,29.33972222,3.799166667,144.2937158,16.01522248,"54.33281893","7.035493827",3325.692567,207.6582183,2016-06-03,"D2","AmbN","HighP",21,2,0.8539,1.7598718754248,2016,30.24,30.24,30.24,37.6,15891.54412,FALSE,14072.23183,FALSE,29963.77595,"FALSE"
"45","8/2/2016",2016,"Metab2_2016_C22","2016_C22","C22",NA,"A",11.01066367,0,4.84,0.11,5.2,0.02,500,1102.422145,1602.422145,0.016162688,99143.29208,NA,NA,NA,"8/1/2016",25.9,11.15,37.42857143,"",100,0,0,0,100,0,5.014285714,0,0.03,129.6,0.22,4e-04,16.635,1.52,71863.2,6566.4,10.94407895,14.25857143,1.52,554.5,50.66666667,"64.81168831","6.909090909",146.4190959,2.889850578,2016-06-03,"D2","AmbN","HighP",22,2,1,6.90875477931522,2016,3.35020408163256,3.35020408163256,3.35020408163256,2.8,500,FALSE,1102.422145,FALSE,1602.422145,"FALSE"
"46","8/2/2016",2016,"Metab2_2016_C23","2016_C23","C23",NA,"D",20.65647205,0,3.23,0.11,3.59,0.03,102734.375,2673.010381,105407.3854,0.763521342,138054.275,NA,NA,NA,"8/1/2016",13,20.92,226.5,"",96.8,3.2,65.98,3.2,30.83,0,16.37856,0.54144,0.15,1692,0.3,0.0016,22.6975,2.196428571,256027.8,24775.71429,10.33382114,19.455,2.196428571,151.3166667,14.64285714,"64.85","7.321428571",10200.23319,696.6012911,2016-06-03,"D2","AmbN","HighP",23,2,0.968,3.37975705042429,2016,6.76800000000033,6.76800000000033,6.76800000000033,20.4,102734.375,FALSE,2673.010381,FALSE,105407.385381,"FALSE"
"47","8/2/2016",2016,"Metab2_2016_C24","2016_C24","C24",NA,"D",20.65647205,0,0,0.11,0.36,0.31,7369.025735,4843.209343,12212.23508,0.079139815,154312.15,NA,NA,NA,"8/1/2016",22.2,20.92,163.5,"",89.33,10.67,14.67,10.67,74.67,0,29.586096,3.533904,0.22,2428.8,0.18,0.0038,84.28916667,8.662857143,930552.4,95637.94286,9.729949978,36.12392857,4.331428571,383.1325758,39.37662338,"200.6884921","24.06349206",1255.117971,31.87469782,2016-06-03,"D2","AmbN","AmbP",24,2,0.8933,2.11669170518979,2016,13.2480000000004,13.2480000000004,13.2480000000004,19.2,7369.025735,FALSE,4843.209343,FALSE,12212.235078,"FALSE"
"48","8/2/2016",2016,"Metab2_2016_C25","2016_C25","C25",NA,"C",17.26234222,0,4.84,0.11,5.2,0.02,5125.343404,1972.318339,7097.661744,0.036850385,192607.5308,NA,NA,NA,"8/1/2016",19.8,17.44,119.3571429,"",100,0,1.31,0,98.69,0,20,0,0.26,1300,0.29,0.0028,37.85583333,4.041428571,189279.1667,20207.14286,9.366943561,28.391875,3.53625,145.599359,15.54395604,"97.90301724","12.19396552",757.7350816,48.74789143,2016-06-03,"D2","AmbN","HighP",25,2,1,6.90875477931522,2016,7.99999999999986,7.99999999999986,7.99999999999986,4.4,5125.343404,FALSE,1972.318339,FALSE,7097.661743,"FALSE"
"49","8/2/2016",2016,"Metab2_2016_C26","2016_C26","C26",NA,"A",11.01066367,0,3.23,0.11,3.59,0.03,220.967742,1278.892734,1499.860476,0.015339376,97778.45484,NA,NA,NA,"8/1/2016",20.2,11.15,62.07142857,"",100,0,72.73,0,27.27,0,3.373134328,0,0.07,168.75,0.09,0.0025,24.925,2.574285714,60085.86667,6205.744762,9.682297447,18.69375,2.2525,356.0643951,36.77478377,"207.7083333","25.02777778",154.9074983,4.212329276,2016-06-03,"D2","AmbN","HighP",26,2,1,6.90875477931522,2016,2.04315565031979,2.04315565031979,2.04315565031979,4,220.967742,FALSE,1278.892734,FALSE,1499.860476,"FALSE"
"50","8/2/2016",2016,"Metab2_2016_C27","2016_C27","C27",NA,"E",25.44947561,0,4.84,0.11,5.2,0.02,NA,12991.99827,NA,NA,198401.3,NA,NA,NA,"8/1/2016",15.1,25.51,570.6428571,"",79.54,20.46,8.38,1.66,71.16,18.79,118.9123,30.5877,0.46,4784,0.51,0.0028,100.8683333,10.47214286,1049030.667,108910.2857,9.632062388,31.03641026,3.759230769,219.2789855,22.76552795,"60.85570639","7.371040724",NA,NA,2016-06-03,"D2","AmbN","HighP",27,2,0.7954,1.35416903860903,2016,59.7999999999992,59.7999999999992,59.7999999999992,50.4,12679.9226901854,TRUE,12991.99827,FALSE,25671.9209601854,"TRUE"
"51","8/2/2016",2016,"Metab2_2016_C29","2016_C29","C29",NA,"D",20.65647205,0,0.81,0.11,1.17,0.09,8056.066176,6014.273356,14070.33953,0.14252996,98718.47,NA,NA,NA,"8/1/2016",17.4,20.92,232.5714286,"",96.11,3.89,10.51,1.36,85.6,2.53,26.01377333,1.052893333,0.1,1120,0.15,0.0021,36.66,3.514285714,410592,39360,10.43170732,25.87764706,2.894117647,366.6,35.14285714,"172.5176471","19.29411765",1348.805052,38.38063157,2016-06-03,"D2","AmbN","MedP",29,2,0.9611,3.1827420714714,2016,10.8266666666663,10.8266666666663,10.8266666666663,14.8,8056.066176,FALSE,6014.273356,FALSE,14070.339532,"FALSE"
"52","8/2/2016",2016,"Metab2_2016_C3","2016_C3","C3",NA,"B",13.83630935,0,4.84,0.11,5.2,0.02,2292.647059,1052.595156,3345.242215,0.044145122,75778.29792,NA,NA,NA,"7/30/2016",20.2,13.91,250.7142857,"",100,0,0,0,100,0,10.8,0,0.08,614.4,0.14,0.0018,24.295,2.247857143,124390.4,11509.02857,10.80807118,16.19666667,1.748333333,202.4583333,18.73214286,"115.6904762","12.48809524",309.5133405,16.52311446,2016-06-03,"D2","AmbN","HighP",3,1,1,6.90875477931522,2016,3.4559999999999,3.4559999999999,3.4559999999999,5.2,2292.647059,FALSE,1052.595156,FALSE,3345.242215,"FALSE"
"53","8/2/2016",2016,"Metab2_2016_C30","2016_C30","C30",NA,"D",20.65647205,0,6.45,0.11,6.81,0.02,8954.503676,4385.813149,13340.31683,0.135134963,98718.47,NA,NA,NA,"8/1/2016",21.7,20.92,202.0714286,"",99.36,0.64,10.76,0.64,88.6,0,16.3944,0.1056,0.09,900,0.16,0.0017,52.17416667,5.183571429,260870.8333,25917.85714,10.06529328,24.08038462,2.791153846,289.8564815,28.79761905,"150.5024038","17.44471154",1325.377856,46.02386932,2016-06-03,"D2","AmbN","HighP",30,2,0.9936,4.90086064607052,2016,6.60000000000016,6.60000000000016,6.60000000000016,14,8954.503676,FALSE,4385.813149,FALSE,13340.316825,"FALSE"
"54","8/2/2016",2016,"Metab2_2016_C4","2016_C4","C4",NA,"C",17.26234222,0,0.81,0.11,1.17,0.09,8134.191176,3422.361592,11556.55277,0.164251233,70359.00167,NA,NA,NA,"7/30/2016",21.8,17.47,250.7857143,"",98.91,1.09,74.32,1.09,24.59,0,18.16647,0.200196667,0.07,532,0.13,0.0018,55.75083333,5.127142857,282470.8889,25977.52381,10.8736649,30.40954545,3.262727273,530.9603175,48.82993197,"233.9195804","25.0979021",1062.801997,21.76537942,2016-06-03,"D2","AmbN","MedP",4,1,0.9891,4.42126754801098,2016,7.34666666666698,7.34666666666698,7.34666666666698,16,8134.191176,FALSE,3422.361592,FALSE,11556.552768,"FALSE"
"55","8/2/2016",2016,"Metab2_2016_C5","2016_C5","C5",NA,"C",17.26234222,0,1.61,0.11,1.97,0.06,5714.613971,4382.569204,10097.18317,0.15461077,65307.11375,NA,NA,NA,"7/30/2016",23.2,17.47,248.1428571,"",100,0,16.5,0,83.5,0,27.9,0,0.04,432,0.12,9e-04,49.2925,4.872857143,532359,52626.85714,10.11572853,42.25071429,4.872857143,1232.3125,121.8214286,"352.0892857","40.60714286",998.1666817,8.193687214,2016-06-03,"D2","AmbN","MedP",5,1,1,6.90875477931522,2016,11.1599999999996,11.1599999999996,11.1599999999996,10,5714.613971,FALSE,4382.569204,FALSE,10097.183175,"FALSE"
"56","8/2/2016",2016,"Metab2_2016_C6","2016_C6","C6",NA,"E",25.44947561,0,0,0.11,0.36,0.31,NA,6906.358131,NA,NA,50559.0325,NA,NA,NA,"7/30/2016",28.5,25.44,533.7857143,"",94.79,5.21,39.59,1.64,55.21,3.56,29.19532,1.60468,0.17,1904,0.17,0.003,55.91166667,4.925714286,417473.7778,36778.66667,11.35097641,35.31263158,3.629473684,219.2614379,19.31652661,"207.7213622","21.3498452",NA,NA,2016-06-03,"D2","AmbN","AmbP",6,1,0.9479,2.88312649073182,2016,12.3200000000003,12.3200000000003,12.3200000000003,30,10186.4531096375,TRUE,6906.358131,FALSE,17092.8112406375,"TRUE"
"57","8/2/2016",2016,"Metab2_2016_C7","2016_C7","C7",NA,"A",11.01066367,0,6.45,0.11,6.81,0.02,211.7647059,487.8892734,699.6539792,0.012888579,54284.80542,NA,NA,NA,"7/30/2016",15.8,11.12,57.5,"",100,0,0,0,100,0,2.3375,0,0,0,0,0.0013,19.60416667,1.387142857,69006.66667,4882.742857,14.13276691,29.40625,2.4275,Inf,Inf,"Inf","Inf",49.50580335,0,2016-06-03,"D2","AmbN","HighP",7,1,1,6.90875477931522,2016,1.57142857142851,1.57142857142851,1.57142857142851,3.6,211.7647059,FALSE,487.8892734,FALSE,699.6539793,"FALSE"
"58","8/2/2016",2016,"Metab2_2016_C8","2016_C8","C8",NA,"A",11.01066367,0,0,0.11,0.36,0.31,472.0588235,1127.33564,1599.394464,0.035221548,45409.545,NA,NA,NA,"7/30/2016",17,11.12,72.5,"",96.72,3.28,9.84,3.28,86.89,0,5.783856,0.196144,0,0,0,0.0025,28.16666667,2.845,69102.22222,6979.733333,9.900410076,17.78947368,2.096315789,Inf,Inf,"Inf","Inf",161.5483047,0,2016-06-03,"D2","AmbN","AmbP",8,1,0.9672,3.35497787501662,2016,3.20685714285706,3.20685714285706,3.20685714285706,3.2,472.0588235,FALSE,1127.33564,FALSE,1599.3944635,"FALSE"
"59","8/2/2016",2016,"Metab2_2016_C9","2016_C9","C9",NA,"D",20.65647205,0,4.84,0.11,5.2,0.02,8724.724265,3983.564014,12708.28828,0.279859406,45409.545,NA,NA,NA,"7/30/2016",25.2,21.14,389.9285714,"",97.84,2.16,22.5,0.47,75.34,1.69,27.73764,0.61236,0.22,2376,0.32,0.0021,51.66916667,5.610714286,372018,40397.14286,9.209017611,26.95782609,3.415217391,156.5732323,17.0021645,"84.24320652","10.67255435",1379.983057,81.16513972,2016-06-03,"D2","AmbN","HighP",9,1,0.9784,3.76899023298998,2016,11.3399999999999,11.3399999999999,11.3399999999999,14,8724.724265,FALSE,3983.564014,FALSE,12708.288279,"FALSE"
"60","8/2/2016",2016,"Metab2_2016_C28","2016_C28","C28",NA,"B",13.83630935,0,3.23,0.11,3.59,0.03,NA,1112.802768,NA,NA,NA,NA,NA,NA,"8/1/2016",26.9,13.97,100.9285714,"",100,0,2.42,0,97.58,0,31.25,0,0.25,1000,0.39,0.002,68.215,8.452142857,272860,33808.57143,8.070734387,38.98,5.634761905,272.86,33.80857143,"99.94871795","14.44810745",NA,NA,2016-06-03,"D2","AmbN","HighP",28,2,1,6.90875477931522,2016,9.99999999999979,9.99999999999979,9.99999999999979,4.8,8315.47854692292,TRUE,1112.802768,FALSE,9428.28131492292,"TRUE"
