"","ID","Y_chan","date","date_chan","channel","ExpDay","TempF","TempC","nitrogen_ugL","phosphorus_ugL","afdm_g_m2","TempK","Y","afdm_g_m2.la"
"777","2015_b_21_b_10","2015_b_21",2015-06-13,"2015-06-13_b_21","21",10,"E",19.483875,200,0,NA,292.483875,"2015",4.76581009659195
"778","2015_b_21_b_11","2015_b_21",2015-06-14,"2015-06-14_b_21","21",11,"E",19.4245,200,0,NA,292.4245,"2015",5.12484053216694
"779","2015_b_21_b_12","2015_b_21",2015-06-15,"2015-06-15_b_21","21",12,"E",19.365125,200,0,5.48387096774194,292.365125,"2015",5.48387096774194
"780","2015_b_21_b_13","2015_b_21",2015-06-16,"2015-06-16_b_21","21",13,"E",19.30575,200,0,NA,292.30575,"2015",5.87813620071685
"781","2015_b_21_b_14","2015_b_21",2015-06-17,"2015-06-17_b_21","21",14,"E",19.246375,200,0,NA,292.246375,"2015",6.27240143369176
"782","2015_b_21_b_15","2015_b_21",2015-06-18,"2015-06-18_b_21","21",15,"E",19.187,200,0,6.66666666666667,292.187,"2015",6.66666666666667
"783","2015_b_21_b_16","2015_b_21",2015-06-19,"2015-06-19_b_21","21",16,"E",19.092,200,0,NA,292.092,"2015",7.13918128654971
"784","2015_b_21_b_17","2015_b_21",2015-06-20,"2015-06-20_b_21","21",17,"E",24.545,200,0,NA,297.545,"2015",7.61169590643275
"785","2015_b_21_b_18","2015_b_21",2015-06-21,"2015-06-21_b_21","21",18,"E",26.439,200,0,8.08421052631579,299.439,"2015",8.08421052631579
"786","2015_b_21_b_19","2015_b_21",2015-06-22,"2015-06-22_b_21","21",19,"E",27.272,200,0,NA,300.272,"2015",10.4467285861713
"787","2015_b_21_b_20","2015_b_21",2015-06-23,"2015-06-23_b_21","21",20,"E",27.272,200,0,NA,300.272,"2015",12.8092466460269
"788","2015_b_21_b_21","2015_b_21",2015-06-24,"2015-06-24_b_21","21",21,"E",23.966,200,0,15.1717647058824,296.966,"2015",15.1717647058824
"789","2015_b_21_b_22","2015_b_21",2015-06-25,"2015-06-25_b_21","21",22,"E",25.416,200,0,NA,298.416,"2015",14.0687280930071
"790","2015_b_21_b_23","2015_b_21",2015-06-26,"2015-06-26_b_21","21",23,"E",23.388,200,0,NA,296.388,"2015",12.9656914801319
"791","2015_b_21_b_24","2015_b_21",2015-06-27,"2015-06-27_b_21","21",24,"E",23.5591363636364,200,0,11.8626548672566,296.559136363636,"2015",11.8626548672566
"792","2015_b_21_b_25","2015_b_21",2015-06-28,"2015-06-28_b_21","21",25,"E",23.7302727272727,200,0,NA,296.730272727273,"2015",12.1984365781711
"793","2015_b_21_b_26","2015_b_21",2015-06-29,"2015-06-29_b_21","21",26,"E",23.9014090909091,200,0,NA,296.901409090909,"2015",12.5342182890855
"794","2015_b_21_b_27","2015_b_21",2015-06-30,"2015-06-30_b_21","21",27,"E",24.0725454545455,200,0,12.87,297.072545454545,"2015",12.87
"795","2015_b_21_b_28","2015_b_21",2015-07-01,"2015-07-01_b_21","21",28,"E",24.2436818181818,200,0,NA,297.243681818182,"2015",16.5321610169491
"796","2015_b_21_b_29","2015_b_21",2015-07-02,"2015-07-02_b_21","21",29,"E",24.4148181818182,200,0,NA,297.414818181818,"2015",20.1943220338983
"797","2015_b_21_b_30","2015_b_21",2015-07-03,"2015-07-03_b_21","21",30,"E",24.5859545454545,200,0,NA,297.585954545455,"2015",23.8564830508475
"798","2015_b_21_b_31","2015_b_21",2015-07-04,"2015-07-04_b_21","21",31,"E",24.7570909090909,200,0,27.5186440677966,297.757090909091,"2015",27.5186440677966
"799","2015_b_21_b_32","2015_b_21",2015-07-05,"2015-07-05_b_21","21",32,"E",24.9282272727273,200,0,NA,297.928227272727,"2015",30.1089265536723
"800","2015_b_21_b_33","2015_b_21",2015-07-06,"2015-07-06_b_21","21",33,"E",25.0993636363636,200,0,NA,298.099363636364,"2015",32.699209039548
"801","2015_b_21_b_34","2015_b_21",2015-07-07,"2015-07-07_b_21","21",34,"E",25.2705,200,0,35.2894915254237,298.2705,"2015",35.2894915254237
"802","2015_b_21_b_35","2015_b_21",2015-07-08,"2015-07-08_b_21","21",35,"E",25.0765,200,0,NA,298.0765,"2015",34.351593220339
"803","2015_b_21_b_36","2015_b_21",2015-07-09,"2015-07-09_b_21","21",36,"E",25.3675,200,0,NA,298.3675,"2015",33.4136949152542
"804","2015_b_21_b_37","2015_b_21",2015-07-10,"2015-07-10_b_21","21",37,"E",25.2705,200,0,NA,298.2705,"2015",32.4757966101695
"805","2015_b_21_b_38","2015_b_21",2015-07-11,"2015-07-11_b_21","21",38,"E",25.125,200,0,NA,298.125,"2015",31.5378983050847
"806","2015_b_21_b_39","2015_b_21",2015-07-12,"2015-07-12_b_21","21",39,"E",25.708,200,0,30.6,298.708,"2015",30.6
"807","2015_b_21_b_40","2015_b_21",2015-07-13,"2015-07-13_b_21","21",40,"E",25.319,200,0,39.4842105263158,298.319,"2015",39.4842105263158
"808","2015_b_21_b_41","2015_b_21",2015-07-14,"2015-07-14_b_21","21",41,"E",23.629,200,0,133.733333333333,296.629,"2015",133.733333333333
"809","2015_b_21_b_42","2015_b_21",2015-07-15,"2015-07-15_b_21","21",42,"E",25.416,200,0,NA,298.416,"2015",121.942857142857
"810","2015_b_21_b_43","2015_b_21",2015-07-16,"2015-07-16_b_21","21",43,"E",24.931,200,0,NA,297.931,"2015",110.152380952381
"811","2015_b_21_b_44","2015_b_21",2015-07-17,"2015-07-17_b_21","21",44,"E",26.488,200,0,NA,299.488,"2015",98.3619047619046
"812","2015_b_21_b_45","2015_b_21",2015-07-18,"2015-07-18_b_21","21",45,"E",25.708,200,0,NA,298.708,"2015",86.5714285714284
"813","2015_b_21_b_46","2015_b_21",2015-07-19,"2015-07-19_b_21","21",46,"E",23.34,200,0,NA,296.34,"2015",74.7809523809523
"814","2015_b_21_b_47","2015_b_21",2015-07-20,"2015-07-20_b_21","21",47,"E",24.303,200,0,NA,297.303,"2015",62.9904761904761
"815","2015_b_21_b_48","2015_b_21",2015-07-21,"2015-07-21_b_21","21",48,"E",21.6645,200,0,51.2,294.6645,"2015",51.2
"816","2015_b_21_b_49","2015_b_21",2015-07-22,"2015-07-22_b_21","21",49,"E",22.381,200,0,NA,295.381,"2015",46.8111764705882
"817","2015_b_21_b_50","2015_b_21",2015-07-23,"2015-07-23_b_21","21",50,"E",24.255,200,0,NA,297.255,"2015",42.4223529411765
"818","2015_b_21_b_51","2015_b_21",2015-07-24,"2015-07-24_b_21","21",51,"E",24.255,200,0,NA,297.255,"2015",38.0335294117647
"819","2015_b_21_b_52","2015_b_21",2015-07-25,"2015-07-25_b_21","21",52,"E",23.581,200,0,33.6447058823529,296.581,"2015",33.6447058823529
"820","2015_b_21_b_53","2015_b_21",2015-07-26,"2015-07-26_b_21","21",53,"E",23.292,200,0,109.1,296.292,"2015",109.1
"821","2015_b_21_b_54","2015_b_21",2015-07-27,"2015-07-27_b_21","21",54,"E",23.629,200,0,NA,296.629,"2015",102.631449275362
"822","2015_b_21_b_55","2015_b_21",2015-07-28,"2015-07-28_b_21","21",55,"E",23.773,200,0,NA,296.773,"2015",96.1628985507246
"823","2015_b_21_b_56","2015_b_21",2015-07-29,"2015-07-29_b_21","21",56,"E",23.773,200,0,NA,296.773,"2015",89.694347826087
"824","2015_b_21_b_57","2015_b_21",2015-07-30,"2015-07-30_b_21","21",57,"E",23.484,200,0,NA,296.484,"2015",83.2257971014493
"825","2015_b_21_b_58","2015_b_21",2015-07-31,"2015-07-31_b_21","21",58,"E",23.052,200,0,NA,296.052,"2015",76.7572463768116
"826","2015_b_21_b_59","2015_b_21",2015-08-01,"2015-08-01_b_21","21",59,"E",23.004,200,0,70.2886956521739,296.004,"2015",70.2886956521739
"827","2015_b_22_b_1","2015_b_22",2015-06-04,"2015-06-04_b_22","22",1,"A",7.2295,150,0,1e-05,280.2295,"2015",1e-05
"828","2015_b_22_b_2","2015_b_22",2015-06-05,"2015-06-05_b_22","22",2,"A",7.2295,150,0,NA,280.2295,"2015",0.40984481557377
"829","2015_b_22_b_3","2015_b_22",2015-06-06,"2015-06-06_b_22","22",3,"A",5.347,150,0,NA,278.347,"2015",0.81967963114754
"830","2015_b_22_b_4","2015_b_22",2015-06-07,"2015-06-07_b_22","22",4,"A",5.089,150,0,NA,278.089,"2015",1.22951444672131
"831","2015_b_22_b_5","2015_b_22",2015-06-08,"2015-06-08_b_22","22",5,"A",4.519,150,0,NA,277.519,"2015",1.63934926229508
"832","2015_b_22_b_6","2015_b_22",2015-06-09,"2015-06-09_b_22","22",6,"A",4.467,150,0,NA,277.467,"2015",2.04918407786885
"833","2015_b_22_b_7","2015_b_22",2015-06-10,"2015-06-10_b_22","22",7,"A",5.86,150,0,NA,278.86,"2015",2.45901889344262
"834","2015_b_22_b_8","2015_b_22",2015-06-11,"2015-06-11_b_22","22",8,"A",6.7245,150,0,NA,279.7245,"2015",2.86885370901639
"835","2015_b_22_b_9","2015_b_22",2015-06-12,"2015-06-12_b_22","22",9,"A",5.244,150,0,3.27868852459016,278.244,"2015",3.27868852459016
"836","2015_b_22_b_10","2015_b_22",2015-06-13,"2015-06-13_b_22","22",10,"A",5.244,150,0,NA,278.244,"2015",3.03427719821162
"837","2015_b_22_b_11","2015_b_22",2015-06-14,"2015-06-14_b_22","22",11,"A",5.8085,150,0,NA,278.8085,"2015",2.78986587183309
"838","2015_b_22_b_12","2015_b_22",2015-06-15,"2015-06-15_b_22","22",12,"A",6.166,150,0,2.54545454545455,279.166,"2015",2.54545454545455
"839","2015_b_22_b_13","2015_b_22",2015-06-16,"2015-06-16_b_22","22",13,"A",6.166,150,0,NA,279.166,"2015",3.03030303030303
"840","2015_b_22_b_14","2015_b_22",2015-06-17,"2015-06-17_b_22","22",14,"A",6.064,150,0,NA,279.064,"2015",3.51515151515152
"841","2015_b_22_b_15","2015_b_22",2015-06-18,"2015-06-18_b_22","22",15,"A",5.552,150,0,4,278.552,"2015",4
"842","2015_b_22_b_16","2015_b_22",2015-06-19,"2015-06-19_b_22","22",16,"A",5.655,150,0,NA,278.655,"2015",5.18095238095238
"843","2015_b_22_b_17","2015_b_22",2015-06-20,"2015-06-20_b_22","22",17,"A",6.471,150,0,NA,279.471,"2015",6.36190476190476
"844","2015_b_22_b_18","2015_b_22",2015-06-21,"2015-06-21_b_22","22",18,"A",7.832,150,0,7.54285714285714,280.832,"2015",7.54285714285714
"845","2015_b_22_b_19","2015_b_22",2015-06-22,"2015-06-22_b_22","22",19,"A",9.1265,150,0,NA,282.1265,"2015",8.25079365079365
"846","2015_b_22_b_20","2015_b_22",2015-06-23,"2015-06-23_b_22","22",20,"A",10.406,150,0,NA,283.406,"2015",8.95873015873016
"847","2015_b_22_b_21","2015_b_22",2015-06-24,"2015-06-24_b_22","22",21,"A",7.983,150,0,9.66666666666667,280.983,"2015",9.66666666666667
"848","2015_b_22_b_22","2015_b_22",2015-06-25,"2015-06-25_b_22","22",22,"A",7.179,150,0,NA,280.179,"2015",15.240701754386
"849","2015_b_22_b_23","2015_b_22",2015-06-26,"2015-06-26_b_22","22",23,"A",7.431,150,0,NA,280.431,"2015",20.8147368421053
"850","2015_b_22_b_24","2015_b_22",2015-06-27,"2015-06-27_b_22","22",24,"A",8.531,150,0,26.3887719298246,281.531,"2015",26.3887719298246
"851","2015_b_22_b_25","2015_b_22",2015-06-28,"2015-06-28_b_22","22",25,"A",8.332,150,0,NA,281.332,"2015",27.1090363590135
"852","2015_b_22_b_26","2015_b_22",2015-06-29,"2015-06-29_b_22","22",26,"A",8.182,150,0,NA,281.182,"2015",27.8293007882024
"853","2015_b_22_b_27","2015_b_22",2015-06-30,"2015-06-30_b_22","22",27,"A",8.5805,150,0,28.5495652173913,281.5805,"2015",28.5495652173913
"854","2015_b_22_b_28","2015_b_22",2015-07-01,"2015-07-01_b_22","22",28,"A",7.732,150,0,NA,280.732,"2015",23.079970523213
"855","2015_b_22_b_29","2015_b_22",2015-07-02,"2015-07-02_b_22","22",29,"A",8.332,150,0,NA,281.332,"2015",17.6103758290346
"856","2015_b_22_b_30","2015_b_22",2015-07-03,"2015-07-03_b_22","22",30,"A",9.965,150,0,NA,282.965,"2015",12.1407811348563
"857","2015_b_22_b_31","2015_b_22",2015-07-04,"2015-07-04_b_22","22",31,"A",10.063,150,0,6.67118644067797,283.063,"2015",6.67118644067797
"858","2015_b_22_b_32","2015_b_22",2015-07-05,"2015-07-05_b_22","22",32,"A",8.779,150,0,NA,281.779,"2015",11.2267168863779
"859","2015_b_22_b_33","2015_b_22",2015-07-06,"2015-07-06_b_22","22",33,"A",7.732,150,0,NA,280.732,"2015",15.7822473320779
"860","2015_b_22_b_34","2015_b_22",2015-07-07,"2015-07-07_b_22","22",34,"A",8.02364705882353,150,0,20.3377777777778,281.023647058824,"2015",20.3377777777778
"861","2015_b_22_b_35","2015_b_22",2015-07-08,"2015-07-08_b_22","22",35,"A",8.31529411764706,150,0,NA,281.315294117647,"2015",23.5960649188515
"862","2015_b_22_b_36","2015_b_22",2015-07-09,"2015-07-09_b_22","22",36,"A",8.60694117647059,150,0,NA,281.606941176471,"2015",26.8543520599251
"863","2015_b_22_b_37","2015_b_22",2015-07-10,"2015-07-10_b_22","22",37,"A",8.89858823529412,150,0,NA,281.898588235294,"2015",30.1126392009988
"864","2015_b_22_b_38","2015_b_22",2015-07-11,"2015-07-11_b_22","22",38,"A",9.19023529411765,150,0,NA,282.190235294118,"2015",33.3709263420724
"865","2015_b_22_b_39","2015_b_22",2015-07-12,"2015-07-12_b_22","22",39,"A",9.48188235294118,150,0,36.6292134831461,282.481882352941,"2015",36.6292134831461
"866","2015_b_22_b_40","2015_b_22",2015-07-13,"2015-07-13_b_22","22",40,"A",9.77352941176471,150,0,35.9451428571428,282.773529411765,"2015",35.9451428571428
"867","2015_b_22_b_41","2015_b_22",2015-07-14,"2015-07-14_b_22","22",41,"A",10.0651764705882,150,0,25.74,283.065176470588,"2015",25.74
"868","2015_b_22_b_42","2015_b_22",2015-07-15,"2015-07-15_b_22","22",42,"A",10.3568235294118,150,0,NA,283.356823529412,"2015",22.9033333333334
"869","2015_b_22_b_43","2015_b_22",2015-07-16,"2015-07-16_b_22","22",43,"A",10.6484705882353,150,0,20.0666666666667,283.648470588235,"2015",20.0666666666667
"870","2015_b_22_b_44","2015_b_22",2015-07-17,"2015-07-17_b_22","22",44,"A",10.9401176470588,150,0,NA,283.940117647059,"2015",18.9333333333334
"871","2015_b_22_b_45","2015_b_22",2015-07-18,"2015-07-18_b_22","22",45,"A",11.2317647058824,150,0,NA,284.231764705882,"2015",17.8
"872","2015_b_22_b_46","2015_b_22",2015-07-19,"2015-07-19_b_22","22",46,"A",11.5234117647059,150,0,NA,284.523411764706,"2015",16.6666666666667
"873","2015_b_22_b_47","2015_b_22",2015-07-20,"2015-07-20_b_22","22",47,"A",11.8150588235294,150,0,NA,284.815058823529,"2015",15.5333333333333
"874","2015_b_22_b_48","2015_b_22",2015-07-21,"2015-07-21_b_22","22",48,"A",12.1067058823529,150,0,14.4,285.106705882353,"2015",14.4
"875","2015_b_22_b_49","2015_b_22",2015-07-22,"2015-07-22_b_22","22",49,"A",12.3983529411765,150,0,NA,285.398352941176,"2015",14.54
"876","2015_b_22_b_50","2015_b_22",2015-07-23,"2015-07-23_b_22","22",50,"A",12.69,150,0,NA,285.69,"2015",14.68
"877","2015_b_22_b_51","2015_b_22",2015-07-24,"2015-07-24_b_22","22",51,"A",8.9285,150,0,NA,281.9285,"2015",14.82
"878","2015_b_22_b_52","2015_b_22",2015-07-25,"2015-07-25_b_22","22",52,"A",8.7295,150,0,14.96,281.7295,"2015",14.96
"879","2015_b_22_b_53","2015_b_22",2015-07-26,"2015-07-26_b_22","22",53,"A",8.581,150,0,12.4886597938144,281.581,"2015",12.4886597938144
"880","2015_b_22_b_54","2015_b_22",2015-07-27,"2015-07-27_b_22","22",54,"A",9.0275,150,0,NA,282.0275,"2015",10.9915643209323
"881","2015_b_22_b_55","2015_b_22",2015-07-28,"2015-07-28_b_22","22",55,"A",8.879,150,0,NA,281.879,"2015",9.49446884805018
"882","2015_b_22_b_56","2015_b_22",2015-07-29,"2015-07-29_b_22","22",56,"A",9.176,150,0,NA,282.176,"2015",7.99737337516807
"883","2015_b_22_b_57","2015_b_22",2015-07-30,"2015-07-30_b_22","22",57,"A",8.7295,150,0,NA,281.7295,"2015",6.50027790228596
"884","2015_b_22_b_58","2015_b_22",2015-07-31,"2015-07-31_b_22","22",58,"A",7.882,150,0,NA,280.882,"2015",5.00318242940385
"885","2015_b_22_b_59","2015_b_22",2015-08-01,"2015-08-01_b_22","22",59,"A",8.332,150,0,3.50608695652174,281.332,"2015",3.50608695652174
"886","2015_b_23_b_1","2015_b_23",2015-06-04,"2015-06-04_b_23","23",1,"D",19.282,100,0,1e-05,292.282,"2015",1e-05
"887","2015_b_23_b_2","2015_b_23",2015-06-05,"2015-06-05_b_23","23",2,"D",19.282,100,0,NA,292.282,"2015",0.416675416666666
"888","2015_b_23_b_3","2015_b_23",2015-06-06,"2015-06-06_b_23","23",3,"D",18.426,100,0,NA,291.426,"2015",0.833340833333332
"889","2015_b_23_b_4","2015_b_23",2015-06-07,"2015-06-07_b_23","23",4,"D",17.379,100,0,NA,290.379,"2015",1.25000625
"890","2015_b_23_b_5","2015_b_23",2015-06-08,"2015-06-08_b_23","23",5,"D",15.951,100,0,NA,288.951,"2015",1.66667166666666
"891","2015_b_23_b_6","2015_b_23",2015-06-09,"2015-06-09_b_23","23",6,"D",13.846,100,0,NA,286.846,"2015",2.08333708333333
"892","2015_b_23_b_7","2015_b_23",2015-06-10,"2015-06-10_b_23","23",7,"D",15.091,100,0,NA,288.091,"2015",2.5000025
"893","2015_b_23_b_8","2015_b_23",2015-06-11,"2015-06-11_b_23","23",8,"D",19.0915,100,0,NA,292.0915,"2015",2.91666791666666
"894","2015_b_23_b_9","2015_b_23",2015-06-12,"2015-06-12_b_23","23",9,"D",17.855,100,0,3.33333333333333,290.855,"2015",3.33333333333333
"895","2015_b_23_b_10","2015_b_23",2015-06-13,"2015-06-13_b_23","23",10,"D",18.0516666666667,100,0,NA,291.051666666667,"2015",3.05555555555555
"896","2015_b_23_b_11","2015_b_23",2015-06-14,"2015-06-14_b_23","23",11,"D",18.2483333333333,100,0,NA,291.248333333333,"2015",2.77777777777778
"897","2015_b_23_b_12","2015_b_23",2015-06-15,"2015-06-15_b_23","23",12,"D",18.445,100,0,2.5,291.445,"2015",2.5
"898","2015_b_23_b_13","2015_b_23",2015-06-16,"2015-06-16_b_23","23",13,"D",18.6416666666667,100,0,NA,291.641666666667,"2015",2.93650793650794
"899","2015_b_23_b_14","2015_b_23",2015-06-17,"2015-06-17_b_23","23",14,"D",18.8383333333333,100,0,NA,291.838333333333,"2015",3.37301587301587
"900","2015_b_23_b_15","2015_b_23",2015-06-18,"2015-06-18_b_23","23",15,"D",19.035,100,0,3.80952380952381,292.035,"2015",3.80952380952381
"901","2015_b_23_b_16","2015_b_23",2015-06-19,"2015-06-19_b_23","23",16,"D",19.2316666666667,100,0,NA,292.231666666667,"2015",5.12213868003342
"902","2015_b_23_b_17","2015_b_23",2015-06-20,"2015-06-20_b_23","23",17,"D",19.4283333333333,100,0,NA,292.428333333333,"2015",6.43475355054302
"903","2015_b_23_b_18","2015_b_23",2015-06-21,"2015-06-21_b_23","23",18,"D",19.625,100,0,7.74736842105263,292.625,"2015",7.74736842105263
"904","2015_b_23_b_19","2015_b_23",2015-06-22,"2015-06-22_b_23","23",19,"D",19.8216666666667,100,0,NA,292.821666666667,"2015",7.77602339181286
"905","2015_b_23_b_20","2015_b_23",2015-06-23,"2015-06-23_b_23","23",20,"D",20.0183333333333,100,0,NA,293.018333333333,"2015",7.8046783625731
"906","2015_b_23_b_21","2015_b_23",2015-06-24,"2015-06-24_b_23","23",21,"D",20.215,100,0,7.83333333333333,293.215,"2015",7.83333333333333
"907","2015_b_23_b_22","2015_b_23",2015-06-25,"2015-06-25_b_23","23",22,"D",20.4116666666667,100,0,NA,293.411666666667,"2015",7.16934865900383
"908","2015_b_23_b_23","2015_b_23",2015-06-26,"2015-06-26_b_23","23",23,"D",20.6083333333333,100,0,NA,293.608333333333,"2015",6.50536398467433
"909","2015_b_23_b_24","2015_b_23",2015-06-27,"2015-06-27_b_23","23",24,"D",20.805,100,0,5.84137931034483,293.805,"2015",5.84137931034483
"910","2015_b_23_b_25","2015_b_23",2015-06-28,"2015-06-28_b_23","23",25,"D",20.043,100,0,NA,293.043,"2015",7.11977993909029
"911","2015_b_23_b_26","2015_b_23",2015-06-29,"2015-06-29_b_23","23",26,"D",20.6625,100,0,NA,293.6625,"2015",8.39818056783574
"912","2015_b_23_b_27","2015_b_23",2015-06-30,"2015-06-30_b_23","23",27,"D",20.043,100,0,9.6765811965812,293.043,"2015",9.6765811965812
"913","2015_b_23_b_28","2015_b_23",2015-07-01,"2015-07-01_b_23","23",28,"D",18.5685,100,0,NA,291.5685,"2015",13.1741025641026
"914","2015_b_23_b_29","2015_b_23",2015-07-02,"2015-07-02_b_23","23",29,"D",18.711,100,0,NA,291.711,"2015",16.6716239316239
"915","2015_b_23_b_30","2015_b_23",2015-07-03,"2015-07-03_b_23","23",30,"D",21.0435,100,0,NA,294.0435,"2015",20.1691452991453
"916","2015_b_23_b_31","2015_b_23",2015-07-04,"2015-07-04_b_23","23",31,"D",20.9485,100,0,23.6666666666667,293.9485,"2015",23.6666666666667
"917","2015_b_23_b_32","2015_b_23",2015-07-05,"2015-07-05_b_23","23",32,"D",19.71,100,0,NA,292.71,"2015",27.9020715630885
"918","2015_b_23_b_33","2015_b_23",2015-07-06,"2015-07-06_b_23","23",33,"D",19.71,100,0,NA,292.71,"2015",32.1374764595104
"919","2015_b_23_b_34","2015_b_23",2015-07-07,"2015-07-07_b_23","23",34,"D",20.7575,100,0,36.3728813559322,293.7575,"2015",36.3728813559322
"920","2015_b_23_b_35","2015_b_23",2015-07-08,"2015-07-08_b_23","23",35,"D",20.0905,100,0,NA,293.0905,"2015",35.2316384180791
"921","2015_b_23_b_36","2015_b_23",2015-07-09,"2015-07-09_b_23","23",36,"D",19.948,100,0,NA,292.948,"2015",34.090395480226
"922","2015_b_23_b_37","2015_b_23",2015-07-10,"2015-07-10_b_23","23",37,"D",19.472,100,0,NA,292.472,"2015",32.9491525423729
"923","2015_b_23_b_38","2015_b_23",2015-07-11,"2015-07-11_b_23","23",38,"D",19.2345,100,0,NA,292.2345,"2015",31.8079096045198
"924","2015_b_23_b_39","2015_b_23",2015-07-12,"2015-07-12_b_23","23",39,"D",19.71,100,0,30.6666666666667,292.71,"2015",30.6666666666667
"925","2015_b_23_b_40","2015_b_23",2015-07-13,"2015-07-13_b_23","23",40,"D",19.4245,100,0,25.2981818181818,292.4245,"2015",25.2981818181818
"926","2015_b_23_b_41","2015_b_23",2015-07-14,"2015-07-14_b_23","23",41,"D",18.521,100,0,14.7636363636364,291.521,"2015",14.7636363636364
"927","2015_b_23_b_42","2015_b_23",2015-07-15,"2015-07-15_b_23","23",42,"D",20.043,100,0,NA,293.043,"2015",14.8259740259741
"928","2015_b_23_b_43","2015_b_23",2015-07-16,"2015-07-16_b_23","23",43,"D",19.5195,100,0,NA,292.5195,"2015",14.8883116883117
"929","2015_b_23_b_44","2015_b_23",2015-07-17,"2015-07-17_b_23","23",44,"D",20.4715,100,0,NA,293.4715,"2015",14.9506493506494
"930","2015_b_23_b_45","2015_b_23",2015-07-18,"2015-07-18_b_23","23",45,"D",19.282,100,0,NA,292.282,"2015",15.012987012987
"931","2015_b_23_b_46","2015_b_23",2015-07-19,"2015-07-19_b_23","23",46,"D",16.475,100,0,NA,289.475,"2015",15.0753246753247
"932","2015_b_23_b_47","2015_b_23",2015-07-20,"2015-07-20_b_23","23",47,"D",17.6175,100,0,NA,290.6175,"2015",15.1376623376623
"933","2015_b_23_b_48","2015_b_23",2015-07-21,"2015-07-21_b_23","23",48,"D",17.9975,100,0,15.2,290.9975,"2015",15.2
"934","2015_b_23_b_49","2015_b_23",2015-07-22,"2015-07-22_b_23","23",49,"D",20.138,100,0,NA,293.138,"2015",15.1210344827586
"935","2015_b_23_b_50","2015_b_23",2015-07-23,"2015-07-23_b_23","23",50,"D",20.9485,100,0,NA,293.9485,"2015",15.0420689655172
"936","2015_b_23_b_51","2015_b_23",2015-07-24,"2015-07-24_b_23","23",51,"D",20.7575,100,0,NA,293.7575,"2015",14.9631034482759
"937","2015_b_23_b_52","2015_b_23",2015-07-25,"2015-07-25_b_23","23",52,"D",20.3765,100,0,14.8841379310345,293.3765,"2015",14.8841379310345
"938","2015_b_23_b_53","2015_b_23",2015-07-26,"2015-07-26_b_23","23",53,"D",19.9955,100,0,NA,292.9955,"2015",14.0219318911973
"939","2015_b_23_b_54","2015_b_23",2015-07-27,"2015-07-27_b_23","23",54,"D",20.901,100,0,NA,293.901,"2015",13.15972585136
"940","2015_b_23_b_55","2015_b_23",2015-07-28,"2015-07-28_b_23","23",55,"D",20.805,100,0,NA,293.805,"2015",12.2975198115228
"941","2015_b_23_b_56","2015_b_23",2015-07-29,"2015-07-29_b_23","23",56,"D",20.71,100,0,NA,293.71,"2015",11.4353137716856
"942","2015_b_23_b_57","2015_b_23",2015-07-30,"2015-07-30_b_23","23",57,"D",20.186,100,0,NA,293.186,"2015",10.5731077318484
"943","2015_b_23_b_58","2015_b_23",2015-07-31,"2015-07-31_b_23","23",58,"D",19.567,100,0,NA,292.567,"2015",9.71090169201114
"944","2015_b_23_b_59","2015_b_23",2015-08-01,"2015-08-01_b_23","23",59,"D",19.377,100,0,8.84869565217391,292.377,"2015",8.84869565217391
"945","2015_b_24_b_1","2015_b_24",2015-06-04,"2015-06-04_b_24","24",1,"D",19.377,0,0,1e-05,292.377,"2015",1e-05
"946","2015_b_24_b_2","2015_b_24",2015-06-05,"2015-06-05_b_24","24",2,"D",19.377,0,0,NA,292.377,"2015",0.368861209016394
"947","2015_b_24_b_3","2015_b_24",2015-06-06,"2015-06-06_b_24","24",3,"D",17.665,0,0,NA,290.665,"2015",0.737712418032787
"948","2015_b_24_b_4","2015_b_24",2015-06-07,"2015-06-07_b_24","24",4,"D",17.9409473684211,0,0,NA,290.940947368421,"2015",1.10656362704918
"949","2015_b_24_b_5","2015_b_24",2015-06-08,"2015-06-08_b_24","24",5,"D",18.2168947368421,0,0,NA,291.216894736842,"2015",1.47541483606557
"950","2015_b_24_b_6","2015_b_24",2015-06-09,"2015-06-09_b_24","24",6,"D",18.4928421052632,0,0,NA,291.492842105263,"2015",1.84426604508197
"951","2015_b_24_b_7","2015_b_24",2015-06-10,"2015-06-10_b_24","24",7,"D",18.7687894736842,0,0,NA,291.768789473684,"2015",2.21311725409836
"952","2015_b_24_b_8","2015_b_24",2015-06-11,"2015-06-11_b_24","24",8,"D",19.0447368421053,0,0,NA,292.044736842105,"2015",2.58196846311476
"953","2015_b_24_b_9","2015_b_24",2015-06-12,"2015-06-12_b_24","24",9,"D",19.3206842105263,0,0,2.95081967213115,292.320684210526,"2015",2.95081967213115
"954","2015_b_24_b_10","2015_b_24",2015-06-13,"2015-06-13_b_24","24",10,"D",19.5966315789474,0,0,NA,292.596631578947,"2015",5.70990317323363
"955","2015_b_24_b_11","2015_b_24",2015-06-14,"2015-06-14_b_24","24",11,"D",19.8725789473684,0,0,NA,292.872578947368,"2015",8.46898667433612
"956","2015_b_24_b_12","2015_b_24",2015-06-15,"2015-06-15_b_24","24",12,"D",20.1485263157895,0,0,11.2280701754386,293.148526315789,"2015",11.2280701754386
"957","2015_b_24_b_13","2015_b_24",2015-06-16,"2015-06-16_b_24","24",13,"D",20.4244736842105,0,0,NA,293.424473684211,"2015",8.56064893416337
